ind_unique,hhid,indid,s1q2,s1q5,s2q7a,s2q8,s2q18,s2q11,s2q12,s2q13,s4q1,s4q2,s4q3,s4q4,s4q5,s4q6,s4q7,s4q8,s4q9,s5q1,s5q2,s5q3,s5q4,s5q5,s5q6,s5q7,s5q8,s5q9,s5q10,s5q11,s5q12,s5q13_1,s5q13_2,s5q13_3,s5q14,s5q14_b,s5q15,s5q16,s5q17,s5q18,s5q19,s5q20,s5q21,s5q22,s5q23,s5q24,s5q25,s9q2,s9q2_a,s9q3,s9q3_a,s9q4,s9q5,s9q6,s9q7,hhsize,famnum,famsize,speak_arabic,speak_english,speak_swahili,speak_other,read_arabic,read_english,read_swahili,read_other,write_arabic,write_english,write_swahili,write_other,weight
"441406","4414","06","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","Cannot do at all","No – no difficulty",6,1,6,,,,,,,,,,,,,5.5571685
"441601","4416","01","Village 3","Yes","Yes","Yes","Yes","Female","40 to 44","South Sudan","No",,,,"Yes","No","No","No","No","No","No","Yes","No","No","No",,,,,,,,,,,,,,,,,,,,,0,,"Yes – some difficulty","No","No – no difficulty",,"Yes – some difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,,,,"yes",,,,,,,,,5.5571685
"441602","4416","02","Village 3","Yes","No","No","No","Female","20 to 24","South Sudan","Yes","Yes","Secondary",,"Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes",5.5571685
"441603","4416","03","Village 3","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,"yes",,,,"yes",,,5.5571685
"441604","4416","04","Village 3","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,"yes",,,,"yes",,,5.5571685
"441605","4416","05","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,"yes",,,,"yes",,,5.5571685
"442201","4422","01","Village 3","Yes","Yes","Yes","Yes","Male","35 to 39","Ethiopia","Yes","Yes","Vocational training (more than 1 year, with government certificate)",,"Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","Yes",,,,"Full time student / pupil",,"In more than 4 weeks","No jobs available in the area",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes","yes",,"yes",,"yes",,"yes",,"yes",,"yes",5.5571685
"442202","4422","02","Village 3","Yes","No","No","No","Female","30 to 44","Ethiopia","Yes","No",,"Primary","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Yes",,,,,,,,,,,,,,,,,,,,,1,"Small Scale Agriculture (Self-Employed)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes",,,"yes",,,,"yes",,,,"yes",5.5571685
"442203","4422","03","Village 3","Yes","No","No","No","Male","10 to 14","Ethiopia","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes","yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"442204","4422","04","Village 3","Yes","No","No","No","Male","10 to 14","Ethiopia","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes – a lot of difficulty","No","No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes","yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"442205","4422","05","Village 3","Yes","No","No","No","Female","05 to 09","Ethiopia","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes",,,"yes",,,,,,,,,5.5571685
"442206","4422","06","Village 3","Yes","No","No","No","Female","00 to 04","Ethiopia","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes",,,"yes",,,,,,,,,5.5571685
"442401","4424","01","Village 3","Yes","Yes","Yes","Yes","Female","40 to 44","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Housewife / family responsibilities",,"Less than 1 week","Home maker (housewife/family responsibilities)",,,"Yes – some difficulty","No","No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",3,1,3,,,,"yes",,,,,,,,,5.5571685
"442402","4424","02","Village 3","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",3,1,3,,,,"yes",,,,,,,,,5.5571685
"442403","4424","03","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",3,1,3,,,,"yes",,,,,,,,,5.5571685
"442801","4428","01","Village 3","Yes","Yes","Yes","Yes","Female","40 to 44","Burundi","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No","No","No","No","No","No","Yes",,,,,,,,,,,,,,,,,,,,,0,,"Yes – some difficulty","No","No – no difficulty",,"Yes – some difficulty","No – no difficulty","No – no difficulty","No – no difficulty",2,1,2,,,"yes","yes",,,"yes","yes",,,"yes","yes",5.5571685
"442802","4428","02","Village 3","Yes","No","No","No","Male","05 to 09","Burundi","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",2,1,2,,,"yes","yes",,,,,,,,,5.5571685
"443401","4434","01","Village 3","Yes","Yes","Yes","Yes","Female","20 to 24","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Housewife / family responsibilities",,"Less than 1 week","Unable to find work requiring his/her skills",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,,,,,,,,5.5571685
"443402","4434","02","Village 3","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,,,,,,,,5.5571685
"443403","4434","03","Village 3","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,,,,,,,,5.5571685
"443404","4434","04","Village 3","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,,,,,,,,5.5571685
"443405","4434","05","Village 3","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,,,,,,,,5.5571685
"443701","4437","01","Village 3","Yes","Yes","Yes","Yes","Female","35 to 39","South Sudan","No",,,,"Yes","Yes","No","No","No","No","No","Yes","No","No","Yes",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"Yes – some difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,11,"yes",,,"yes","yes",,,,,,,,5.5571685
"443702","4437","02","Village 3","Yes","No","No","No","Female","20 to 24","South Sudan","No",,,,"Yes","Yes","No","No","No","No","No","Yes","No","No","Yes",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,11,"yes",,,"yes","yes",,,"yes",,,,,5.5571685
"443703","4437","03","Village 3","Yes","No","No","No","Male","20 to 24","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,11,"yes","yes",,"yes",,"yes",,"yes",,"yes",,"yes",5.5571685
"443704","4437","04","Village 3","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,11,"yes",,,"yes",,,,,,,,,5.5571685
"443705","4437","05","Village 3","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,11,"yes",,,"yes",,,,"yes",,,,,5.5571685
"443706","4437","06","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,11,"yes",,,"yes",,,,,,,,,5.5571685
"443707","4437","07","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","Yes","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,11,"yes",,,"yes",,,,"yes",,,,,5.5571685
"443708","4437","08","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,11,"yes",,,"yes",,,,,,,,,5.5571685
"443709","4437","09","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,11,"yes",,,"yes",,,,,,,,,5.5571685
"443710","4437","10","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,11,"yes",,,"yes",,,,,,,,,5.5571685
"443711","4437","11","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,11,,,,,,,,,,,,,5.5571685
"444001","4440","01","Village 3","Yes","Yes","Yes","Yes","Female","50 to 54","South Sudan","No",,,,"Yes","No","No","No","No","No","No","Yes","No","No","No",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"Yes – some difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,,,,"yes",,,,,,,,,5.5571685
"444002","4440","02","Village 3","Yes","No","No","No","Male","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","No",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes","yes",,"yes",,"yes",,,,"yes",,,5.5571685
"444003","4440","03","Village 3","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes",,,"yes",,"yes",,,,"yes",,,5.5571685
"444004","4440","04","Village 3","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes",,,"yes",,"yes",,,,"yes",,,5.5571685
"444005","4440","05","Village 3","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes",,,"yes",,"yes",,,,"yes",,,5.5571685
"444006","4440","06","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","Yes","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes",,,"yes",,,,,,,,,5.5571685
"444201","4442","01","Village 3","Yes","Yes","Yes","Yes","Female","35 to 39","Burundi","No",,,,"Yes","No","No","No","No","No","Yes","No","Yes","No","No",,,,,,,,,,,,,,,,,,,,,1,"Informal Sector (Self-Employed)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,,,"yes","yes",,,,,,,,,5.5571685
"444202","4442","02","Village 3","Yes","No","No","No","Male","15 to 19","Burundi","Yes","Yes","Primary",,"Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No",,,,,,,,,,,,,,,,,,,,,1,"Informal Sector (Employed)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,,,"yes","yes",,,"yes",,,,"yes",,5.5571685
"444203","4442","03","Village 3","Yes","No","No","No","Male","10 to 14","Burundi","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,,,"yes","yes",,,"yes",,,,"yes",,5.5571685
"444204","4442","04","Village 3","Yes","No","No","No","Female","05 to 09","Burundi","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,,,"yes","yes",,,"yes",,,,"yes",,5.5571685
"444205","4442","05","Village 3","Yes","No","No","No","Female","00 to 04","Burundi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,,,,,,,,,,,,,5.5571685
"444901","4449","01","Village 3","Yes","Yes","Yes","Yes","Female","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No","No","No","Yes","No","No","No",,,,,,,,,,,,,,,,,,,,,1,"Small Scale Agriculture (Self-Employed)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,"yes",,,"yes",,,,"yes",,,,"yes",5.5571685
"444902","4449","02","Village 3","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,,,,"yes",,,,,,,,,5.5571685
"444903","4449","03","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,,,,"yes",,,,,,,,,5.5571685
"444904","4449","04","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,,,,,,,,,,,,,5.5571685
"445401","4454","01","Village 3","Yes","No","Yes","No","Male","25 to 29","South Sudan","No",,,,"Yes","No","No","No","No","Yes","No","No","No","No","No",,,,,,,,,,,,,,,,,,,,,1,"Informal Sector (Employed)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,,,,"yes",,,,,,,,,5.5571685
"445402","4454","02","Village 3","Yes","Yes","No","Yes","Female","20 to 24","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Housewife / family responsibilities",,"Less than 1 week","Unable to find work requiring his/her skills",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,,,,"yes",,,,,,,,,5.5571685
"445403","4454","03","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,,,,"yes",,,,,,,,,5.5571685
"445404","4454","04","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,,,,,,,,,,,,,5.5571685
"445901","4459","01","Village 3","Yes","Yes","Yes","Yes","Female","30 to 44","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Housewife / family responsibilities",,"Would not be available","Home maker (housewife/family responsibilities)",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,,,,,,,,5.5571685
"445902","4459","02","Village 3","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","No",,"Primary","Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes","yes","yes","yes",,"yes","yes",,,"yes","yes",,5.5571685
"445903","4459","03","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","No",,"Early childhood education","Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,,,,,,,,5.5571685
"445904","4459","04","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","Cannot do at all","No – no difficulty",5,1,5,,,,,,,,,,,,,5.5571685
"445905","4459","05","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5,,,,,,,,,,,,,5.5571685
"446401","4464","01","Village 3","Yes","Yes","Yes","Yes","Female","25 to 29","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Housewife / family responsibilities",,"Less than 1 week","No jobs available in the area",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes",,,"yes",,,,,,,,,5.5571685
"446402","4464","02","Village 3","Yes","No","No","No","Male","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,"Would not be available","Full time student / pupil",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes","yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"446403","4464","03","Village 3","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes","yes","yes","yes",,"yes",,,,"yes",,,5.5571685
"446404","4464","04","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"Yes – some difficulty","No","No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes",,,"yes",,,,,,,,,5.5571685
"446405","4464","05","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,,,,,,,,,,,,,5.5571685
"446406","4464","06","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,,,,,,,,,,,,,5.5571685
"446407","4464","07","Village 3","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes",,,"yes",,"yes",,,,"yes",,,5.5571685
"446701","4467","01","Village 3","Yes","Yes","Yes","Yes","Female","35 to 39","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Housewife / family responsibilities",,"Would not be available","Home maker (housewife/family responsibilities)",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,7,,,,"yes",,,,,,,,,5.5571685
"446702","4467","02","Village 3","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,7,,,,"yes",,,,,,,,,5.5571685
"446703","4467","03","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","No",,"Primary","Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,7,,"yes","yes","yes",,"yes","yes",,,"yes","yes",,5.5571685
"446704","4467","04","Village 3","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,7,,,,"yes",,"yes","yes",,,"yes","yes",,5.5571685
"446705","4467","05","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,7,,,,"yes",,"yes","yes",,,"yes","yes",,5.5571685
"446706","4467","06","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,7,,,,,,,,,,,,,5.5571685
"446707","4467","07","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,1,7,,,,,,,,,,,,,5.5571685
"446708","4467","08","Village 3","Yes","Yes","No","No","Male","20 to 24","South Sudan","Yes","Yes","Secondary",,"Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,"Would not be available","Full time student / pupil",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,2,1,"yes","yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"446709","4467","09","Village 3","Yes","Yes","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",9,3,1,"yes","yes","yes","yes",,"yes","yes",,,"yes","yes",,5.5571685
