hhid,hhsize,familysize1,familysize2,familysize3,familysize4,familysize5,s1q2,s1q5,s6q1,s6q2,s6q3,s6q4,s6q5,s6q6,s6q7,s6q8,s6q9,s6q11,s6q13,s6q14,s7q1,s7q2,s7q3,s7q4,s7q5,s7q6,s7q7,s7q8,s7q9,s7q10,s7q11,s7q12,s7q13,s7q14,s7q15,s7q16,s7q17,s7q18,s7q19,s7q20,s8q1,s8q2,s8q3,s8q4,s8q4_1,s8q4_2,s8q4_3,s8q5,s8q6,s9q1,s10q1,s10q2,s10q3,s10q4,s10q5,s10q6,s10q7,s10q8,s10q9,s11q1,s11q1_a,s11q2,s11q2_a,s11q3,s11q3_a,s11q4,s11q4_a,s11q5,s11q5_a,s11q6,s11q6_a,s11q7,s11q7_a,s11q8,s11q8_a,s11q9,s11q9_a,s11q10,s11q10_a,crowdindex_room,improved_water,improved_sanitation,LCS_index,asset_idx,hh_fcon,hh_nfcon,hh_con,hh_con2011,hh_con2011_pd,pline_ipl,poorIPL,pgi,spg,weight,popweight
"4559",5,5,0,0,0,0,"Village 1","Yes",1,2,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","None","No",0,"Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Neither agree nor disagree","Strongly disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Yes","Yes",,"Yes",,"No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","2 - 4 Individuals Per Room","Improved drinking water","improved sanitation","Crisis",1.4334224,3566.1182,115.69503,3681.8132,65.153061,2.1420186,1.9,"Non-poor",0,0,5.5571685,27.785843
"4562",1,1,0,0,0,0,"Village 1","Yes",1,1,"Cement","Corrugated iron sheets","Stone with lime / cement","Public tap / Stand pipe","No","No facility / Bush / Field",,"Solar Energy","No",0,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","No","Agree","Agree","Agree","Agree","Agree","Neither agree nor disagree","Agree","Agree","No","No","No, because it wasn't necessary.","Yes",,"No","No, because it wasn't necessary.","Yes",,"Yes",,"No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","1 - 2 Individuals Per Room","Improved drinking water","unimproved sanitation","Crisis",10.689548,12662.587,3322.0129,15984.6,282.86215,9.2995777,1.9,"Non-poor",0,0,5.5571685,5.5571685
"4570",8,8,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Agree","Strongly disagree","Disagree","Disagree","Strongly agree","Disagree","Agree","Agree","No","Yes",,"No","Not applicable","No","No, because I did not have this asset to sell.","No","Not applicable","No","Not applicable","No","Not applicable","No","No, because it wasn't necessary.","No","Not applicable","No","Not applicable","No","Not applicable","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",.40847507,1486.032,92.686295,1578.7183,27.936867,.91847229,1.9,"Poor",.59669185,.35604116,5.5571685,44.457348
"4574",5,5,0,0,0,0,"Village 1","Yes",1,1,"Cement","Corrugated iron sheets","Turkana Stone","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Other","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Strongly agree","Disagree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Strongly agree","Strongly agree","No","Yes",,"No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","Not applicable","No","Not applicable","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Stress",-1.2295018,6065.6162,454.10114,6519.7178,115.37238,3.7930646,1.9,"Non-poor",0,0,5.5571685,27.785843
"4575",8,8,0,0,0,0,"Village 1","Yes",2,2,"Cement","Corrugated iron sheets","Stone with lime / cement","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","Solar Energy","No",0,"No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","No","Yes","Agree","Agree","Neither agree nor disagree","Agree","Strongly agree","Agree","Agree","Agree","No","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","Not applicable","Yes",,"No","No, because I did not have this asset to sell.","No","Not applicable","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",1.8143828,3698.7546,530.86951,4229.624,74.847076,2.4607258,1.9,"Non-poor",0,0,5.5571685,44.457348
"4608",5,5,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Disagree","Agree","Neither agree nor disagree","No","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Food Secure",-.87213391,4888.2871,455.93958,5344.2266,94.570992,3.1091833,1.9,"Non-poor",0,0,5.5571685,27.785843
"4611",5,5,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Pit latrine with slab","No","Solar Energy","No",0,"No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Disagree","Strongly disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Yes","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","Yes",,"No","No, because it wasn't necessary.","No","Not applicable","No","Not applicable","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",1.0791217,3306.4592,735.52979,4041.989,71.526703,2.3515627,1.9,"Non-poor",0,0,5.5571685,27.785843
"4613",8,6,1,1,0,0,"Village 1","Yes",2,2,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Solar Energy","No",0,"No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Yes","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",.84739351,1312.8325,1147.9806,2460.813,43.546345,1.4316607,1.9,"Poor",.26472402,.07007881,5.5571685,44.457348
"4615",6,6,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Fire","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Yes","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",-.88854659,2515.312,398.24911,2913.561,51.558136,1.6950619,1.9,"Poor",.16474347,.02714041,5.5571685,33.34301
"4634",3,3,0,0,0,0,"Village 1","Yes",1,1,"Cement","Corrugated iron sheets","Turkana Stone","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","Battery lamp/Torch/Phone","No",0,"No","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","Agree","Agree","Strongly agree","Disagree","Agree","Agree","Agree","Strongly agree","Yes","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","Not applicable","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","Not applicable","No","Not applicable","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","2 - 4 Individuals Per Room","Improved drinking water","improved sanitation","Food Secure",2.6793385,11912.269,3269.426,15181.694,268.65399,8.8324604,1.9,"Non-poor",0,0,5.5571685,16.671505
"4636",1,1,0,0,0,0,"Village 1","Yes",1,1,"Cement","Corrugated iron sheets","Stone with lime / cement","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","Solar Energy","No",0,"Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Yes","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","Yes",,"No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","1 - 2 Individuals Per Room","Improved drinking water","improved sanitation","Stress",5.2991748,13633.873,1766.6906,15400.563,272.5271,8.959795,1.9,"Non-poor",0,0,5.5571685,5.5571685
"4637",12,12,0,0,0,0,"Village 1","Yes",2,2,"Earth / Sand","Corrugated iron sheets","Turkana Stone","Public tap / Stand pipe","No","No facility / Bush / Field",,"Fire","No",0,"No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Strongly agree","Strongly disagree","Disagree","Strongly disagree","Strongly agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","No","No","No, because it wasn't necessary.","No","Not applicable","No","No, because it wasn't necessary.","Yes",,"Yes",,"No","No, because it wasn't necessary.","No","Not applicable","Yes",,"No","No, because I did not have this asset to sell.","No","Not applicable","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Stress",1.1067983,1993.6478,298.61362,2292.2615,40.563667,1.3336,1.9,"Poor",.32669899,.10673223,5.5571685,66.68602
"4641",5,5,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Turkana Stone","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","Strongly agree","Disagree","Agree","Strongly disagree","Strongly agree","Disagree","Strongly agree","Strongly agree","Yes","No","Not applicable","No","Not applicable","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","Yes",,"No","No, because I did not have this asset to sell.","No","Not applicable","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","Not applicable","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",-.87213391,4197.4966,662.46619,4859.9629,86.001495,2.8274465,1.9,"Non-poor",0,0,5.5571685,27.785843
"4646",4,4,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","Solar Energy","No",0,"No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Disagree","Agree","Neither agree nor disagree","Disagree","Disagree","Agree","Neither agree nor disagree","No","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","Yes",,"Yes",,"Yes",,"No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Emergency",1.4570148,1949.9337,1607.8965,3557.8301,62.959068,2.0698872,1.9,"Non-poor",.07571351,.00573254,5.5571685,22.228674
"4655",5,5,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Flush to somewhere else","Yes","Battery lamp/Torch/Phone","No",0,"Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Yes","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","Yes",,"Yes",,"No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","Not applicable","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",3.6420171,13188.739,2291.4001,15480.14,273.93527,9.0060911,1.9,"Non-poor",0,0,5.5571685,27.785843
"4657",7,7,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","Fire","No",0,"No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","Disagree","Disagree","Disagree","Disagree","Strongly agree","Disagree","Disagree","Agree","No","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","Yes",,"No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",1.195711,523.71106,1246.7838,1770.4949,31.33053,1.0300448,1.9,"Poor",.46793723,.21896525,5.5571685,38.900181
"4659",7,7,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Solar Energy","No",0,"No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","Agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","No","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","Yes",,"No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Stress",.40847507,2353.4131,240.40468,2593.8179,45.899986,1.5090406,1.9,"Poor",.24529046,.06016741,5.5571685,38.900181
"4665",3,1,2,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","Pit latrine with slab","Yes","Solar Energy","No",0,"No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","Agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Strongly agree","Neither agree nor disagree","Agree","Yes","Yes",,"Yes",,"No","No, because I did not have this asset to sell.","Yes",,"Yes",,"No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","Yes",,"Yes",,"No","No, because I did not have this asset to sell.","2 - 4 Individuals Per Room","Improved drinking water","improved sanitation","Emergency",.29149094,12612.56,5899.7324,18512.291,327.59198,10.770147,1.9,"Non-poor",0,0,5.5571685,16.671505
"4666",4,4,0,0,0,0,"Village 1","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Stone with lime / cement","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","Fire","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Yes","No","No, because it wasn't necessary.","Yes",,"No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","Yes",,"No","Not applicable","No","Not applicable","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Crisis",-.87213391,2199.406,398.74402,2598.1499,45.976646,1.5115609,1.9,"Poor",.25457656,.06480923,5.5571685,22.228674
"4672",6,6,0,0,0,0,"Village 2","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"None","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Agree","Agree","Agree","Disagree","Agree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","No","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","Yes",,"No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Stress",-1.2295018,2251.6768,341.88055,2593.5574,45.895374,1.508889,1.9,"Poor",.24575804,.06039701,5.5571685,33.34301
"4676",5,5,0,0,0,0,"Village 2","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Fire","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","No","No","Not applicable","No","Not applicable","No","Not applicable","No","Not applicable","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","Not applicable","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",-.87213391,1561.4261,392.60504,1954.0311,34.578373,1.1368232,1.9,"Poor",.40167201,.1613404,5.5571685,27.785843
"4684",5,5,0,0,0,0,"Village 2","Yes",1,1,"Carpet","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","Pit latrine without slab / Open pit","No","Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","Strongly agree","Neither agree nor disagree","Strongly agree","Strongly disagree","Strongly agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Yes","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","Yes",,"No","Not applicable","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Stress",-.07323928,3044.1929,1046.8707,4091.0637,72.395119,2.3801136,1.9,"Non-poor",.00005896,3.477e-09,5.5571685,27.785843
"4685",8,8,0,0,0,0,"Village 2","Yes",1,2,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","Pit latrine with slab","No","Solar Energy","No",0,"No","No","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Yes","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Food Secure",3.0100307,1748.6929,538.19891,2286.8918,40.468647,1.330476,1.9,"Poor",.33737534,.11382212,5.5571685,44.457348
"4690",5,5,0,0,0,0,"Village 2","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Flush to unknown place / not sure","No","Solar Energy","No",0,"No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Yes","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Food Secure",-.40683225,1299.9908,141.98672,1441.9775,25.517115,.83891881,1.9,"Poor",.55846375,.31188175,5.5571685,27.785843
"4696",2,2,0,0,0,0,"Village 2","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","No facility / Bush / Field",,"Solar Energy","No",0,"No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","Yes","No","Yes","No","No","Yes","No","No",,"Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","No","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","2 - 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",1.1067983,8055.8379,3902.7629,11958.601,211.61839,6.9573174,1.9,"Non-poor",0,0,5.5571685,11.114337
"4699",1,1,0,0,0,0,"Village 2","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","No facility / Bush / Field",,"Fire","No",0,"No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Yes","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","1 - 2 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",.49738789,11280.311,7255.8452,18536.156,328.01425,10.784031,1.9,"Non-poor",0,0,5.5571685,5.5571685
"4703",5,5,0,0,0,0,"Village 2","Yes",2,1,"Carpet","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","Pit latrine with slab","Yes","Solar Energy","No",0,"No","No","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","Yes","No","No","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","No","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Food Secure",1.6700631,2686.7417,1332.9012,4019.6431,71.131271,2.3385623,1.9,"Non-poor",0,0,5.5571685,27.785843
"4706",7,7,0,0,0,0,"Village 2","Yes",2,2,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","Pit latrine with slab","Yes","Paraffin / pressure lamp","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Strongly agree","Neither agree nor disagree","Disagree","Strongly agree","Strongly agree","Strongly disagree","Disagree","Neither agree nor disagree","Yes","No","No, because it wasn't necessary.","Yes",,"Yes",,"Yes",,"Yes",,"No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","Yes",,"Yes",,"Yes",,"2 - 4 Individuals Per Room","Improved drinking water","improved sanitation","Emergency",-.88854659,2449.3398,236.02896,2685.3689,47.520061,1.5623034,1.9,"Poor",.2291183,.0524952,5.5571685,38.900181
"4709",2,2,0,0,0,0,"Village 2","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","Pit latrine without slab / Open pit","Yes","Solar Energy","No",0,"No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Disagree","Strongly disagree","Agree","Strongly disagree","Agree","Agree","Agree","Agree","No","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","Not applicable","No","Not applicable","No","Not applicable","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","Not applicable","2 - 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",-.04946432,2346.1907,1407.2767,3753.4673,66.421043,2.1837056,1.9,"Non-poor",.00272392,7.420e-06,5.5571685,11.114337
